SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,artist_familiarity,artist_hotttnesss,release,analysis_sample_rate,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,track_id
2287,"b'SOCWCNX12AB0185027'",663900,"b'One Fine Day'","b'ARFLHWV1187FB4E77F'",,"b'Jasper AL'",,"b'Sandy Posey'",0.0,125.36118,4,0.937,120.92,1,0.0,"b'When Will I Be Loved'",1990,0.21508031850922793,0.4955188926221068,0.3328671702548936,b'One Fine Day',22050,2.038,0.0,4,-12.892,1,117.383,b'TRAHTNH12903CAB43D'
2288,"b'SOBHRGE12A8C13C81D'",109846,"b'The Predator (World) (Explicit)'","b'AROSI8L1187B9ACD43'",,"b'Los Angeles CA'",,"b'Ice Cube'",0.0,198.86975,6,0.332,87.102,4,0.831,"b"Gangsta's Fairytale 2 (Explicit)"",0,0.563246899280654,0.8388162736053629,0.5577556747785098,b'The Predator (World) (Explicit)',22050,0.0,0.0,6,-6.353,1,198.87,b'TRAHTOP128F429484D'
2289,"b'SOKNLLQ12A8C13F42B'",218766,"b'Liberty For All!'","b'ARPMJGA11F4C83BDFE'",,"b''",,"b'US Coast Guard Band'",0.0,106.16118,10,0.384,120.317,4,0.0,"b'Fanfare For Freedom'",0,nan,0.3383832631484684,0.27775367234636034,b'Liberty For All!',22050,0.703,0.0,10,-16.657,1,96.839,b'TRAHTPW128F4285343'
2290,"b'SOHAXAJ12AB0187327'",572490,"b'Everything Will Be Alright_ The Power of Gospel'","b'ARFCOGY1187FB454B4'",,"b'Detroit MI'",,"b'The Winans'",0.0,252.49914,0,0.371,139.224,4,0.0,"b'Are We Really Doing Your Will'",0,nan,0.48214832497096216,0.3441981874832948,b'Everything Will Be Alright_ The Power of Gospel',22050,0.113,0.0,0,-12.515,1,247.983,b'TRAHTWM12903CA1BC9'
2291,"b'SOFUNMA12AB018636A'",465807,"b'Kathleen Madigan'","b'ARY1QJF1187B98EF3F'",34.05349,"b'California - LA'",-118.24532,"b'Kathleen Madigan'",0.0,225.61914,8,0.179,79.952,5,0.577,"b'Religion'",0,0.6604010383914785,0.4798646797866982,0.3852304418657705,b'Kathleen Madigan',22050,0.0,0.0,8,-16.007,1,225.619,b'TRAHTXN128F933746C'
2292,"b'SOMOHHA12A81356D12'",178620,"b'Desert Poems'","b'ARN3O411187FB4D859'",,"b''",,"b'Stephan Micus'",0.0,274.65098,8,0.701,82.581,1,0.0,"b'Contessa Entellina'",2001,0.36727341580934564,0.5613709072283409,0.36553375619798023,b'Desert Poems',22050,0.334,0.0,8,-25.395,1,247.188,b'TRAHTZF128F4229377'
2293,"b'SOTRVOZ12A6D4FB91C'",228272,"b'Another Way To Go'","b'ARRRVMG1187FB532AC'",29.36624,"b'Del Rio TX'",-100.89818,"b'Radney Foster'",0.0,208.14322,0,0.717,140.595,4,0.463,"b'Again'",0,0.42651242880748796,0.5851791212957991,0.38346429630274825,b'Another Way To Go',22050,0.259,0.0,0,-5.384,1,199.262,b'TRAHTZN128F421A41F'
2294,"b'SOLCPUF12AC468E0B3'",608749,"b'Family Christmas'","b'AR9YS621187FB5AC07'",,"b''",,"b'The Clark Sisters'",0.0,283.0624,7,0.0,108.584,4,0.78,"b'Drummer Boy'",0,0.30416950343527516,0.6382782112906544,0.4824322424877222,b'Family Christmas',22050,0.0,0.0,7,-8.691,0,283.062,b'TRAHUAG12903D07658'
2295,"b'SOACOTR12A8C13753B'",201731,"b'Wilhelm Gustloff'","b'ARL1QL91187B994B08'",,"b''",,"b'A Challenge Of Honour'",0.0,242.28526,9,0.438,120.059,3,1.0,"b'Heiliges Feuer'",0,0.3725300393660796,0.5039722636965935,0.4292886304164929,b'Wilhelm Gustloff',22050,0.374,0.0,9,-13.459,0,222.778,b'TRAHUAW128F425BA0B'
2296,"b'SOBBTBP12AB017CC42'",536937,"b'Borron Y Cuenta Nueva'","b'ARXB7B21187B98BEF0'",,"b''",,"b'Marisela'",0.0,200.28036,2,0.568,84.81,4,0.589,"b'Un Amor En El Olvido'",0,0.37598430150044215,0.5706096582245511,0.3898771264212854,b'Borron Y Cuenta Nueva',22050,0.415,0.0,2,-9.437,1,196.261,b'TRAHUCB128F930E732'
2297,"b'SOLXEVV12AB0181AB4'",364307,"b'Twilight'","b'ARPOQKS1187B988FE2'",27.9758,"b'Florida'",-81.54106,"b'Ed Calle'",0.0,253.51791,5,0.61,116.034,4,0.107,"b'Bar Talk'",0,0.0,0.40156680946575457,0.28033044155223535,b'Twilight',22050,0.0,0.0,5,-6.803,1,239.514,b'TRAHUEG128F932C5FC'
2298,"b'SOIGUEG12AB017DCDA'",540479,"b'Ultraviolet'","b'ARTPVDV1187B9A61F1'",,"b''",,"b'Johnny Keating & All Stars'",0.0,160.31302,10,0.353,118.617,3,0.857,"b'Fair Diana'",0,nan,0.3956938099035202,0.0,b'Ultraviolet',22050,0.0,0.0,10,-13.567,1,154.761,b'TRAHUGP128F93173B9'
2299,"b'SONSNRE12A6D4FA2F7'",532527,"b'Music Has The Right To Children'","b'AROG07L1187FB4C826'",,"b'Scotland'",,"b'Boards of Canada'",0.0,472.52853,7,0.087,100.013,4,0.831,"b'Happy Cycling'",1996,0.6854736381952535,0.738039724798806,0.5303303838678372,b'Music Has The Right To Children',22050,0.18,0.0,7,-13.207,0,429.941,b'TRAHUGQ128F92FF08F'
2300,"b'SOBTSMO12A8C135EDF'",243289,"b'Chumps On Parade'","b'AR06IFV1187B9977EC'",,"b'St. Louis MO'",,"b'MU330'",0.0,132.44036,0,0.601,126.274,4,1.0,"b'Cursed Again'",1997,0.46048484498641545,0.599662426329729,0.3855717251680908,b'Chumps On Parade',22050,0.232,0.0,0,-7.554,0,132.44,b'TRAHUHP128F424BD36'
2301,"b'SOKWQCX12AF729F29A'",316046,"b'The Collection'","b'ARIWB161187B9AA1D5'",,"b'Forest Hills Queens New York City NY USA'",,"b'Simon & Garfunkel'",0.0,130.76853,4,0.247,149.9,3,1.0,"b'Old Friends'",1968,nan,0.5939729533561823,0.5103249861005498,b'The Collection',22050,0.0,0.0,4,-23.964,1,125.045,b'TRAHULA128F92CC05F'
2302,"b'SOQEYUG12A8C1427A1'",473397,"b"Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1"","b'ARYT3BY1187B98C20E'",42.4266,"b'Malden MA'",-71.07352,"b'Ed Ames'",0.0,154.30485,0,0.651,134.56,1,0.014,"b'For Me And My Gal'",0,0.2331663339689613,0.47168268643925954,0.38459812040625513,b"Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1",22050,0.0,0.0,0,-11.467,1,149.838,b'TRAHULL128F92DDBFB'
2303,"b'SOEGPFZ12AB0180F58'",647213,"b'The Universal Cure'","b'ARL5BEN1187B98E4D9'",,"b'Montego Bay Jamaica'",,"b'Jah Cure'",0.0,287.65995,5,0.551,85.731,1,0.584,"b'Freedom'",2008,0.48512236410182064,0.7072047439332318,0.5196368555463167,b'The Universal Cure',22050,0.148,0.0,5,-6.304,0,279.667,b'TRAHUQF128F934EF0C'
2304,"b'SOTYSQF12A8C13E0AA'",267820,"b'Photograph [Commercial Single]'","b'ARPAAHK1187B9ABB00'",49.26044,"b'Hanna Alberta Canada'",-123.11403,"b'Nickelback'",0.0,119.7971,11,0.354,161.909,4,0.685,"b'We Will Rock You'",2005,0.6276086027807122,0.8474517132179911,0.779968004597178,b'Photograph [Commercial Single]',22050,0.085,0.0,11,-5.535,0,113.766,b'TRAHUQT128F4281228'
2305,"b'SOALDWR12A6D4FAEA3'",64157,"b'Battle Of Britain'","b'ARKON4P1187B98B291'",50.3758,"b'Plymouth Devon England'",-4.13689,"b'Ron Goodwin'",0.0,47.51628,7,0.21,61.409,1,0.0,"b'Personal Tragedy'",1999,0.21204540548371908,0.44467787058254815,0.3330153017242651,b'Battle Of Britain',22050,0.362,0.0,7,-19.995,1,47.516,b'TRAHUSK128F14AD120'
2306,"b'SOEHRVB12A8C1324C3'",146308,"b'Standing By'","b'ARB78VW1187B98F81C'",,"b''",,"b'George Nooks'",0.0,223.50322,7,0.549,149.827,4,0.09,"b'Better Way Of Life'",2001,nan,0.5637486273655298,0.3395324203493744,b'Standing By',22050,0.404,0.0,7,-5.641,0,217.925,b'TRAHUTQ128F4254D9A'
2307,"b'SOKWGBG12AC4685CBC'",742306,"b'Willie Clancy The Gold Ring'","b'ARXZP9T1187FB4565D'",52.85551,"b'Miltown Malbay Ireland'",-9.40102,"b'Willie Clancy'",0.0,105.74322,2,0.818,145.635,1,0.64,"b'Double Jig: The Rolling Wave'",0,nan,0.3462368107029975,0.2848243557918731,b'Willie Clancy The Gold Ring',22050,0.676,0.0,2,-11.367,1,100.897,b'TRAHUVQ12903D05C14'
2308,"b'SOHSNYO12A8C134B6C'",292133,"b'Keep It Simple'","b'ARO0QD41187FB3AB0A'",34.05349,"b'Los Angeles CA'",-118.24532,"b"Keb' Mo'"",0.0,194.48118,7,0.511,88.746,1,0.0,"b"I'm Amazing"",2004,0.536032111708468,0.6321309130150968,0.4722812106508984,b'Keep It Simple',22050,0.154,0.0,7,-10.981,1,181.005,b'TRAHUWM128F42801C0'
2309,"b'SOPQUHV12A8C143FB2'",615129,"b'Bela Fleck and the Flecktones'","b'ARJXULI11F4C83C865'",,"b''",,"b'Bela Fleck And The Flecktones'",0.0,368.53506,5,0.542,227.48,4,0.422,"b'Frontiers (LP Version)'",0,nan,0.5665326538181099,0.27236462632552966,b'Bela Fleck and the Flecktones',22050,8.922,0.0,5,-20.335,1,344.126,b'TRAHUYG128F92FE8DB'
2310,"b'SOJQZKY12AB018BEEF'",571090,"b'When Angels and Serpents Dance'","b'AR65OLD1187FB5C103'",,"b''",,"b'P.o.d'",0.0,159.76444,2,0.247,128.961,3,0.793,"b'Roman Empire'",0,0.596300263968127,0.8598733119890262,0.5330853751571502,b'When Angels and Serpents Dance',22050,0.0,0.0,2,-10.012,0,150.988,b'TRAHUZS12903C9D9DD'
2311,"b'SOYNSUU12AB01838B2'",443355,"b'Aux'","b'AR1DC0611A348EFB30'",46.49,"b'Sudbury Ontario - Canada'",-80.99001,"b'Statues'",0.0,211.01669,0,0.774,107.892,4,0.0,"b'Urbania'",0,0.0,0.5285279585818009,0.33567760937721514,b'Aux',22050,0.519,0.0,0,-8.873,1,203.593,b'TRAHUZW128F92FB27F'
2312,"b'SOCUDML12A5829113A'",600571,"b'Thank You Mama For Praying For Me...'","b'AREWQSE1187B9AEC6C'",32.58507,"b'Mississippi'",-89.87374,"b'The Jackson Southernaires'",0.0,248.99873,7,0.688,129.034,3,0.804,"b'Thank You Mama'",0,0.0,0.32300899095323227,0.31143764032728327,b'Thank You Mama For Praying For Me...',22050,0.188,0.0,7,-13.795,1,239.177,b'TRAHVBC12903CEF90F'
2313,"b'SOEERUL12A8C144976'",757780,"b'Del And The Boys'","b'AR7KA5V1187FB44E6B'",,"b''",,"b'The Del McCoury Band'",0.0,188.49914,0,0.857,170.079,1,0.0,"b'Gone But Not Forgotten'",0,0.6193058811154868,0.6087035683375998,0.36221895681539285,b'Del And The Boys',22050,0.351,0.0,0,-7.659,1,185.313,b'TRAHVBF12903CB81F3'
2314,"b'SONPTCR12A8C14141A'",591200,"b'Nordic Hotel'","b'ARBQ5TQ1187B992B8A'",,"b'CANADA - Ontario'",,"b'Vivian'",0.0,182.62159,5,0.68,105.004,4,0.422,"b'Celebration'",0,0.0,0.5207264878849363,0.35926026411845985,b'Nordic Hotel',22050,0.0,0.0,5,-4.373,1,177.807,b'TRAHVDM12903CD4C4C'
2315,"b'SOYSVCJ12A6D4F91D2'",43318,"b'Hybrid Theory'","b'ARQUMH41187B9AF699'",34.05349,"b'Los Angeles CA'",-118.24532,"b'Linkin Park'",0.0,190.30159,3,0.212,103.129,4,0.712,"b'Pushing Me Away (Album Version)'",2000,nan,0.8873860805964897,0.7791186791383894,b'Hybrid Theory',22050,0.0,0.0,3,-4.78,0,183.472,b'TRAHVGN128F1484412'
2316,"b'SOROCHB12AB0185298'",629748,"b'Emotional Ninja'","b'ARDUJZJ1252CCFA253'",,"b''",,"b'Whitney Cummings'",0.0,78.91546,10,0.12,145.562,7,0.654,"b'Porn'",2009,0.21508031850922793,0.2287303097845054,0.3083034618755452,b'Emotional Ninja',22050,0.0,0.0,10,-4.314,0,78.915,b'TRAHVMI128F93235CD'
2317,"b'SOYUONX12A58A7A821'",390157,"b'The Essential Ronnie Milsap'","b'ARGIABO1187FB4B3B5'",35.32689,"b'Robbinsville NC'",-83.80489,"b'Ronnie Milsap'",0.0,251.27138,2,1.0,113.86,4,0.265,"b"Why Don't You Spend The Night"",1980,nan,0.632592419749175,0.49769050699763745,b'The Essential Ronnie Milsap',22050,0.257,0.0,2,-10.415,1,231.741,b'TRAHVRW128F92F15FE'
2318,"b'SOMECAL12AF72A464D'",110159,"b'Time Will Crawl E.P.'","b'ARJA1841187FB3A029'",51.50632,"b'London UK'",-0.12714,"b'David Bowie'",0.0,369.13587,11,0.906,121.842,4,0.481,"b'Time Will Crawl (Extended Dance Mix)'",0,0.2718839761869823,0.8659700129382968,0.594733860303222,b'Time Will Crawl E.P.',22050,0.0,0.0,11,-11.085,0,358.336,b'TRAHVUH128F4295249'
2319,"b'SOTFZEZ12A6D4F79CF'",22383,"b'The Roots Come Alive'","b'AR8RXRI1187FB4104B'",39.95227,"b'Philadelphia Pennsylvania U.S.'",-75.16237,"b'The Roots'",0.0,237.58322,1,0.0,94.819,4,0.58,"b'The Ultimate'",0,0.47405483093120077,0.8627954137489581,0.6002824907473767,b'The Roots Come Alive',22050,0.0,0.0,1,-2.664,1,237.583,b'TRAHVUK128F1456988'
2320,"b'SOCBIEJ12A8C135CDB'",94459,"b'The Flies'","b'ART35UC1187FB4CC25'",,"b''",,"b'The Flies'",0.0,222.40608,5,0.002,95.051,3,0.226,"b'All Too Human'",2007,nan,0.54174566375937,0.40020805752058963,b'The Flies',22050,11.755,0.0,5,-11.814,0,217.693,b'TRAHVVX128F4273BCC'
2321,"b'SOZLLLT12A3F1EA275'",47639,"b'Business As Usual'","b'ARSQDUN1187B98D7D7'",,"b'allentown Pennsylvania USA'",,"b'EPMD'",0.0,159.26812,6,0.543,173.423,4,0.918,"b'Mr. Bozack'",1990,0.476248227291196,0.31568487434511017,0.45385026533052464,b'Business As Usual',22050,0.31,0.0,6,-11.498,0,159.268,b'TRAHVWT128F148D428'
2322,"b'SOCCSCK12A58A7B859'",111881,"b'Rhythms Of Life'","b'AR00LNI1187FB444A5'",,"b''",,"b'Bruce BecVar'",0.0,226.82077,0,0.396,45.43,4,1.0,"b'Razamataz'",0,0.5187598979970994,0.4712126073505239,0.3402755073008875,b'Rhythms Of Life',22050,1.214,0.0,0,-12.778,1,224.223,b'TRAHVYQ128F429826B'
2323,"b'SOUJQRS12A6D4F7ADE'",27051,"b'Between The Buried And Me'","b'AR7GUNF1187B990CCF'",35.2225,"b'Charlotte NC'",-80.83754,"b'Between The Buried And Me'",0.0,291.39546,1,0.457,179.406,4,0.439,"b'Use Of A Weapon (Album Version)'",2002,0.579038701159863,0.8405904383361571,0.5465451619554416,b'Between The Buried And Me',22050,0.0,0.0,1,-5.765,1,286.616,b'TRAHVZW128F146477A'
2324,"b'SOKRBIR12A8C12FF4B'",238767,"b'Soft Place To Fall'","b'ARQ6DNW1187FB4DF1D'",36.83264,"b'Portsmouth VA'",-76.29771,"b'Deborah Coleman'",0.0,209.44934,5,0.652,127.122,4,0.89,"b'Confused'",2000,0.3347065490692206,0.4830746401906156,0.33945731536044577,b'Soft Place To Fall',22050,0.171,0.0,5,-3.432,1,195.587,b'TRAHWBI128F4234331'
2325,"b'SOLCWWS12AB0188F42'",708849,"b'Ylem'","b'ARB4ZRM1187B993147'",,"b''",,"b'Dark Fortress'",0.0,336.16934,3,0.0,127.817,4,1.0,"b'Evenfall'",2010,0.7544044107855595,0.6339327257785367,0.41652939963732327,b'Ylem',22050,0.0,0.0,3,-3.832,1,307.542,b'TRAHWBP12903CAEBFC'
2326,"b'SOZTXFU12A8C13F5C0'",269267,"b'No borders'","b'ARL47TY11C8A416938'",,"b''",,"b'Time Factory'",0.0,243.56526,1,0.155,89.335,3,1.0,"b'Fleeting sound'",2006,nan,0.4111908262480923,0.3081743690047984,b'No borders',22050,4.429,0.0,1,-6.612,1,240.39,b'TRAHWEI128F4287988'
2327,"b'SONNWOE12A6D4F8272'",24765,"b'10 Aniversario'","b'ARMT23H1187B995083'",29.42449,"b'SAN ANTONIO Texas'",-98.49462,"b'Emilio'",0.0,165.27628,10,0.511,198.118,1,0.0,"b'Hoy'",0,0.0,0.5760441727172667,0.360829937368727,b'10 Aniversario',22050,0.235,0.0,10,-13.718,1,158.523,b'TRAHWMN128F145DB77'
2328,"b'SOUOOCR12AB0182781'",363783,"b'Down On My Knees'","b'ARN03F71187FB4E3F4'",,"b'United States'",,"b'Ayo'",0.0,240.95302,7,0.441,182.705,4,1.0,"b'Down On My Knees'",2006,nan,0.5225901845504569,0.39064123587831157,b'Down On My Knees',22050,0.0,0.0,7,-10.372,0,234.963,b'TRAHWNG128F932AFB7'
2329,"b'SOVQQYE12AB0183BD8'",509686,"b'Vinyl Replica: El Milagro Argentino'","b'ART6QCS1187FB40CBD'",,"b''",,"b'Los Aut\xc3\xa9nticos Decadentes'",0.0,199.8624,7,0.033,121.834,4,0.252,"b'No S\xc3\xa9  Lo Que Hacer'",0,0.0,0.610330728063647,0.4078215648614953,b'Vinyl Replica: El Milagro Argentino',22050,0.195,0.0,7,-9.341,1,192.435,b'TRAHWOM128F933A1A1'
2330,"b'SOZGUKP12AB018A2E2'",515081,"b'Germicide'","b'AR8W8DN1187FB35ED0'",34.05349,"b'Los Angeles CA'",-118.24532,"b'The Germs'",0.0,82.9122,9,0.552,64.259,1,0.5,"b'Intro'",0,0.2998774882739778,0.6400483571565447,0.40439264015477133,b'Germicide',22050,0.0,0.0,9,-16.673,1,82.912,b'TRAHWSF128F934B190'
2331,"b'SOGWECM12AAF3B477E'",771319,"b'The Triumph'","b'ARPINYO12454A2E4AB'",,"b'Washington'",,"b'Deathstar'",0.0,122.56608,6,0.392,142.253,4,0.533,"b'Represent'",0,0.24771546220109708,0.48119412600974215,0.389230135470802,b'The Triumph',22050,0.136,0.0,6,-5.766,1,122.566,b'TRAHWXL12903CDCF8C'
2332,"b'SORRBCN12AB017DC63'",386501,"b'Silverlined'","b'ARIRBO11187FB4B219'",,"b''",,"b'Donna The Buffalo'",0.0,231.73179,5,0.088,130.545,4,0.64,"b'Garden Of Eden'",0,0.30416950343527516,0.5755324116913901,0.37453002882015307,b'Silverlined',22050,0.553,0.0,5,-6.079,0,220.444,b'TRAHXBP128F92E7528'
2333,"b'SONIQTE12A58A7A189'",106254,"b'Mindy McCready'","b'ARZL6CE1187FB3F264'",27.9758,"b'Fort Meyers FL'",-81.54106,"b'Mindy McCready'",0.0,231.33995,9,0.4,88.942,4,0.835,"b'Be With Me'",2002,0.0,0.6792921844437226,0.4318827563379648,b'Mindy McCready',22050,0.439,0.0,9,-9.018,1,218.767,b'TRAHXEG128F428F1EC'
2334,"b'SOEOJJA12AB018FCCF'",588884,"b'Dark And Dreary'","b'ART70HI1187B9A37BC'",32.20703,"b'Richland MS'",-90.14988,"b'Elmore James'",0.0,57.39057,5,0.009,172.9,5,1.0,"b'Strange Kinda Feeling (Take 4)'",1993,nan,0.6193668554590288,0.4348234314104437,b'Dark And Dreary',22050,0.184,0.0,5,-10.985,1,52.28,b'TRAHXFG12903CCED81'
2335,"b'SOSCPDO12AB018395F'",518084,"b'Live & Rare'","b'ARMBTFC1187FB56343'",,"b'Bakersfield CA'",,"b'Korn'",0.0,185.93914,9,0.768,210.691,4,1.0,"b'Right Now'",2003,nan,0.8291354220748781,0.5287099344321013,b'Live & Rare',22050,0.0,0.0,9,-6.738,0,185.939,b'TRAHXGG128F9350452'
2336,"b'SOEQLVJ12AB0186D17'",420605,"b'The Very Best Of'","b'ARYCP7D1187B99516B'",43.64856,"b'Toronto Canada'",-79.38533,"b'Pat Travers'",0.0,239.0722,1,0.044,114.083,4,0.709,"b'Black Betty'",0,nan,0.5659712672709434,0.38401812854257616,b'The Very Best Of',22050,0.257,0.0,1,-8.665,1,231.944,b'TRAHXHO128F933934B'
2337,"b'SOADLFU12A8C1393FD'",580995,"b"Children's Christmas Party"","b'AR4WS1U1187FB5B02E'",36.16778,"b'Nashville TN'",-86.77836,"b'Bobby Russell'",0.0,130.71628,7,0.232,137.959,1,0.0,"b'Jingle Bell Rock'",0,nan,0.41051125126272064,0.12806045785304018,b"Children's Christmas Party",22050,0.171,0.0,7,-14.945,1,125.016,b'TRAHXJE12903CB8095'
2338,"b'SOAEBQL12A8C134E07'",286317,"b'Super Hits'","b'ARSK4D11187B9BA046'",,"b''",,"b'Lisa Lisa & Cult Jam (featuring Full Force)'",0.0,285.12608,6,0.351,107.944,4,1.0,"b'U Never Nu How Good U Had It'",1989,nan,0.5226933983800802,0.22875104854547754,b'Super Hits',22050,0.0,0.0,6,-7.311,1,281.617,b'TRAHXKA128F426E903'
2339,"b'SOHKHWK12A8C134B2C'",87904,"b'Soul Donkey'","b'ARBAUDK1187FB3BD7F'",,"b''",,"b'Sugarman Three'",0.0,200.35873,5,0.851,135.525,4,0.554,"b"Mulin' Around"",0,0.4471357962861778,0.5058451786637451,0.348146526368703,b'Soul Donkey',22050,0.299,0.0,5,-6.692,0,185.794,b'TRAHXKC128F4264AC1'
2340,"b'SOPTEDP12A8C139E74'",264782,"b"The Dungeonmaster's Guide"","b'AR035N21187FB3938E'",34.23294,"b'Earth'",-102.4102,"b'BT'",0.0,253.07383,10,0.255,136.897,3,1.0,"b'Knowledge Of Self (Evol Intent Remix)'",2004,0.5782748931228445,0.7864270833791762,0.5122267383177268,b"The Dungeonmaster's Guide",22050,0.0,0.0,10,-6.21,0,234.934,b'TRAHXMC128F4267B70'
2341,"b'SOWARKQ12AB0181960'",630612,"b'The Very Best of Gisele MacKenzie'","b'ARDPZFB1187B9A91C3'",49.89942,"b'Winnipeg Manitoba Canada'",-97.14074,"b'Gisele MacKenzie'",0.0,178.88608,7,0.497,121.078,4,0.707,"b'Swinging Down the Lane'",0,nan,0.3822806895959408,0.3180206467909012,b'The Very Best of Gisele MacKenzie',22050,0.138,0.0,7,-13.298,1,176.774,b'TRAHXOI128F93254C8'
2342,"b'SOKYYGN12A58A7C856'",466884,"b'Freedom Of Expression'","b'ARBYBBY11F4C8458A8'",,"b''",,"b'Faking David'",0.0,196.54485,2,0.654,107.303,4,0.933,"b'Sex Will Sell'",0,0.0,0.4260909502778501,0.21627785290385876,b'Freedom Of Expression',22050,0.066,0.0,2,-8.101,1,191.24,b'TRAHXRA128F9339E18'
2343,"b'SOEARAY12A8C139C21'",94166,"b'Good Times - A Collection'","b'ARSPQ0H1187B999944'",54.97938,"b'Walker-on-Tyne England'",-1.54508,"b'Eric Burdon'",0.0,271.64689,6,0.282,148.142,4,0.0,"b'Hook Of Holland'",0,0.4072330149011048,0.6010690522149722,0.3591859927517973,b'Good Times - A Collection',22050,0.124,0.0,6,-9.951,0,264.406,b'TRAHXWA128F4265D32'
2344,"b'SORIAMF12A8C14058D'",240016,"b'Into the Oh'","b'AR26XQ61187FB36CF3'",,"b''",,"b'Geggy Tah'",0.0,231.54893,8,0.17,103.046,4,0.884,"b'Special Someone'",2001,0.0,0.5183370258223012,0.33533510832863395,b'Into the Oh',22050,0.165,0.0,8,-9.781,1,212.103,b'TRAHXWI128F428B7DA'
2345,"b'SORPIQW12AB0179EA1'",620764,"b'Traditional Music Of Ireland'","b'ARB06Z71187B99049A'",,"b''",,"b'Seamus Egan'",0.0,277.18485,2,0.7,61.82,1,0.0,"b"McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig)"",0,0.19285634606505803,0.4771800087520739,0.32795475415321146,b'Traditional Music Of Ireland',22050,0.0,0.0,2,-10.638,1,270.321,b'TRAHXZJ128F930C784'
2346,"b'SOJPOIO12AB0184888'",630579,"b'Abnormal'","b'AR1ZZOW1187B99BA84'",40.14323,"b'New Jersey'",-74.72671,"b'Bumblefoot'",0.0,200.35873,2,0.487,98.784,4,0.26,"b'Piranha'",2008,0.27224568000599825,0.6455339964734248,0.4484074421231136,b'Abnormal',22050,0.067,0.0,2,-4.793,1,194.99,b'TRAHYDH128F9325200'
2347,"b'SOCMHUW12A58A7A5A1'",161691,"b'The Panama Limited'","b'ARNEL2O1187FB4421A'",33.89627,"b'Houston MS'",-89.00018,"b'Bukka White'",0.0,172.30322,6,0.657,107.081,4,0.949,"b"Fixin' To Die Blues"",1940,nan,0.5724708877839468,0.4244875987254027,b'The Panama Limited',22050,0.0,0.0,6,-14.873,1,166.168,b'TRAHYFB128F4280BB8'
2348,"b'SONYTNS12A8C1374D9'",94240,"b'Chyna Doll'","b'ARDI88R1187B98DAB2'",,"b''",,"b'Foxy Brown / Total'",0.0,287.7122,8,0.284,97.143,4,1.0,"b"I Can't"",0,0.5971167029227197,0.6876874858721554,0.4066860994666606,b'Chyna Doll',22050,0.0,0.0,8,-3.848,0,280.108,b'TRAHYFE128F4273577'
2349,"b'SODNZDE12AB0184C18'",702074,"b'Travel Without Leaving The Bed'","b'ARWPHDF1242077F0B8'",,"b''",,"b':Blacks On :Blondes'",0.0,383.58159,11,0.042,124.969,4,1.0,"b'Sublime Control'",0,nan,0.4724287354213482,0.2799779538120907,b'Travel Without Leaving The Bed',22050,0.0,0.0,11,-7.085,0,377.046,b'TRAHYHQ12903C9D013'
2350,"b'SOGEMEJ12B34F1C5AC'",53164,"b'Arnold Layne'","b'AR2W4T81187FB410A7'",,"b'Cambridgeshire England'",,"b'David Gilmour Featuring Richard Wright'",0.0,202.1873,2,0.036,138.43,1,0.0,"b'Arnold Layne'",2006,nan,0.7160352084698194,0.541656322286496,b'Arnold Layne',22050,2.067,0.0,2,-7.204,1,193.091,b'TRAHYLE128F1494718'
2351,"b'SOQSAOA12A8C1435BF'",475877,"b'Static Dynamics'","b'AR3WMW01187B9921F7'",,"b''",,"b'Schizoid'",0.0,244.6624,7,0.752,175.127,5,0.531,"b'Strangerhood'",0,nan,0.49555965151406806,0.34919221761645924,b'Static Dynamics',22050,0.182,0.0,7,-24.2,1,233.059,b'TRAHYLW128F92E3A44'
2352,"b'SOAZIRE12A6702046F'",9153,"b'By The Way'","b'ARE8GLF1187FB52532'",,"b''",,"b'Red Hot Chili Peppers'",0.0,367.01995,0,0.262,88.57,4,0.602,"b'Venice Queen (Album Version)'",2002,0.9117334982310725,0.8339679720525084,0.5762019662804653,b'By The Way',22050,0.192,0.0,0,-5.278,1,357.953,b'TRAHYMJ128E0787801'
2353,"b'SOVHTEG12AB0188A10'",761892,"b'Rock Crown'","b'AR3FOK11187FB3F4EE'",,"b''",,"b'Seven Mary Three'",0.0,238.10567,9,0.213,77.885,4,0.575,"b'People Like New (LP Version)'",1997,0.0,0.6533974890237466,0.4191635877630802,b'Rock Crown',22050,6.31,0.0,9,-10.133,0,230.882,b'TRAHYON12903CC36EF'
2354,"b'SOQUHIF12A8C131AE9'",281586,"b'Na Fisai I Anixi'","b'ARKEZNY1187B9B7F6C'",,"b''",,"b'Irini Merkouri'",0.0,237.81832,0,0.774,160.001,4,0.737,"b'Oute Mia Fora'",0,nan,0.3963040673712416,0.0,b'Na Fisai I Anixi',22050,0.084,0.0,0,-7.788,1,229.825,b'TRAHYRS128F4262BCE'
